LotNo=8J208472500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StartTestDate=2023/06/06 AM 09:09:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TestTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal,Spec,Fmodel,Rmodel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EquipmentID=AWPRF22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatorID=25370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN,Vf1,Vf2,Vr1,Ir1,Rs,Iv2,Wd2,Wp2,Hw2,Vf3,Iv3,Wd3,X,Y,Vf0,Thy1,Thy2,PEAK1,Ir2,Wp3,Purity2,Hw3,Purity3,Ir3,Vf4,Iv4,Wd4,Wp4,Purity4,HW4,Vf5,Vr2,Vr3,Ir4,Ir5,WdWp2,WdWp3,WdWp4,WPE2,WPE3,DWPE,POI2,POI3,DPOI
608,1.8478,3.3555,12.9,0.1291,1307.65,1440.71,458.82,454.99,18.12,3.3555,1440.71,458.82,110,116,2.3711,2.1664,2.1197,1.676,1.0329,449.19,2.1407,21.91,0.3964,2.7351,2.1197,1440.71,458.82,454.99,1.9375,20.14,3.3555,12.9,12.9,0.1291,0.1291,50.93,65.19,70.84,58.82,38.64,49.34,77.17,63.88,63.69
609,2.4396,3.4339,39.1,0.0329,1255.73,1432.75,441.99,455.17,19.56,3.4339,1432.75,441.99,111,116,2.4687,2.2173,2.102,1.7417,0.4216,442.74,1.0315,20.8,0.6108,2.8246,2.102,1432.75,441.99,455.17,1.0513,21.07,3.4339,39.1,39.1,0.0329,0.0329,66.28,56.76,42.77,78.7,42,68.93,42.94,74.65,55.18
610,1.7567,3.3877,10,1.9862,1324.52,948.41,446.74,444.17,18.42,3.3877,948.41,446.74,112,116,1.9402,1.9702,1.7776,2.0383,1.8346,451.29,1.0642,18.07,2.7602,2.8791,1.7776,948.41,446.74,444.17,2.2737,19.63,3.3877,10,10,1.9862,1.9862,41.34,52.6,57.7,69.48,61.04,78.73,31.15,78.52,39.97
611,2.2655,2.8535,44.8,2.9301,1269.42,1439.49,442.54,454.8,20.9,2.8535,1439.49,442.54,134,116,2.3323,1.7579,1.6744,1.7938,2.4879,451.44,2.8182,20.74,2.9832,2.4431,1.6744,1439.49,442.54,454.8,1.1698,18,2.8535,44.8,44.8,2.9301,2.9301,68.27,68.38,47.74,64.24,51.06,79.86,68.94,42.66,45.28
612,1.6287,3.2735,47.4,0.2767,1408.56,1110.81,444.73,458.89,21.56,3.2735,1110.81,444.73,135,116,1.5204,1.8723,2.1426,2.0398,0.5184,448.92,0.5732,21.98,1.3243,2.6804,2.1426,1110.81,444.73,458.89,1.4828,18.2,3.2735,47.4,47.4,0.2767,0.2767,78.46,45.09,73.42,35.87,57.62,68.39,33.09,76.83,56.14
613,1.9797,3.1847,36.4,0.0548,967.88,1034.84,454.92,447.63,20.25,3.1847,1034.84,454.92,136,116,2.2461,2.3421,1.9471,2.1973,0.8928,457.91,1.5385,21.29,2.1071,1.6967,1.9471,1034.84,454.92,447.63,0.7988,20.85,3.1847,36.4,36.4,0.0548,0.0548,66.27,52.75,51.21,56.16,78.68,37.74,36.66,75.33,77.53
614,1.6628,3.3697,26.5,0.4483,1132.39,1322.42,441.14,446.11,21.49,3.3697,1322.42,441.14,137,116,1.8752,1.8566,1.7757,2.4538,2.408,455.35,1.4165,20.25,2.0727,1.3659,1.7757,1322.42,441.14,446.11,2.2275,19.83,3.3697,26.5,26.5,0.4483,0.4483,30.54,61.41,31.86,54.28,50.49,44.39,59.83,43.03,62.61
615,2.2764,3.4139,19.9,2.4506,1008.65,1288.05,443.39,446.71,21.32,3.4139,1288.05,443.39,138,116,1.5963,1.8788,1.7554,2.0766,2.4049,447.47,0.8306,19.85,1.0202,2.5791,1.7554,1288.05,443.39,446.71,2.726,20.7,3.4139,19.9,19.9,2.4506,2.4506,44.79,53.31,68.29,77.69,70.91,39.65,62.82,42.41,74.34
616,2.007,3.3962,49.8,2.1355,1081.75,859.56,450.14,440.69,18.3,3.3962,859.56,450.14,139,116,2.3886,2.1745,1.5508,1.709,2.8249,452.15,2.2194,18.86,1.2376,2.3827,1.5508,859.56,450.14,440.69,0.3579,19.48,3.3962,49.8,49.8,2.1355,2.1355,50.63,77.73,59.3,38.05,37.67,30.39,36.17,38.89,58.54
617,2.2656,3.3887,16.3,1.8265,1067.91,1143.83,449.84,445.67,21.13,3.3887,1143.83,449.84,140,116,2.0652,2.4808,2.3243,2.2792,1.1194,447.58,0.0767,20.14,0.8845,1.7952,2.3243,1143.83,449.84,445.67,2.3142,19.89,3.3887,16.3,16.3,1.8265,1.8265,32.21,51.14,51.8,55.78,65.82,64.23,31.63,62.89,54.96
618,1.8983,2.9736,24.6,2.2911,1476.35,1468,447.07,445.75,21.57,2.9736,1468,447.07,141,116,1.7356,2.4631,2.0654,2.1521,0.264,446.06,0.8398,20.91,0.4752,1.7595,2.0654,1468,447.07,445.75,2.27,18.66,2.9736,24.6,24.6,2.2911,2.2911,40.3,70.84,46.44,37.2,61.45,69.98,79.56,78.33,33.27
619,2.1818,3.4246,45.1,1.8539,1362.61,1283.4,440.52,443.52,21.53,3.4246,1283.4,440.52,142,116,1.7924,1.7577,1.9412,1.9208,1.5384,452.27,0.4833,18.61,2.7536,2.5634,1.9412,1283.4,440.52,443.52,1.4864,18.09,3.4246,45.1,45.1,1.8539,1.8539,32.7,50.67,53.92,76.18,70.97,66.48,64.44,71.34,31.93
620,2.1205,2.9374,13.6,0.6933,1381.6,1481.73,447.33,452.85,19.27,2.9374,1481.73,447.33,143,116,1.5712,1.8154,1.7314,1.8728,1.0812,445.52,0.5924,21.33,1.5748,0.7612,1.7314,1481.73,447.33,452.85,2.2611,18.56,2.9374,13.6,13.6,0.6933,0.6933,78.43,42.37,74.82,45.31,65.78,75.01,73.71,64.72,55.5
621,2.4266,2.8492,31.1,0.1039,1441.71,1411.72,456.64,455.39,18.25,2.8492,1411.72,456.64,144,116,1.9339,1.9385,2.4538,2.0811,2.4024,448.24,1.6466,20.13,1.0702,1.6964,2.4538,1411.72,456.64,455.39,1.9724,18.92,2.8492,31.1,31.1,0.1039,0.1039,59.82,72.92,34.99,32.81,32.26,74.85,63.61,40.39,74.05
622,1.7916,2.9355,16.4,1.8115,1270.15,931.85,447.98,448.64,21.86,2.9355,931.85,447.98,145,116,2.2488,2.4678,1.9011,2.4615,2.0756,455.98,0.3143,21.04,0.1407,2.464,1.9011,931.85,447.98,448.64,1.4349,20.87,2.9355,16.4,16.4,1.8115,1.8115,62.15,32.93,64.72,43.32,48.18,67.39,62.64,49.16,51.01
623,1.7022,2.989,26,0.1022,1232.18,963.62,441.81,445.57,20.05,2.989,963.62,441.81,146,116,1.7919,2.0932,2.2083,1.9087,0.079,454.75,0.5744,20.85,0.1895,2.6204,2.2083,963.62,441.81,445.57,1.9387,19.29,2.989,26,26,0.1022,0.1022,60.02,74.87,38.24,31.42,66.75,36.97,58.26,39.16,52.76
624,2.2651,2.9735,29.5,0.4389,987.17,1429.43,452.41,446.01,18.12,2.9735,1429.43,452.41,147,116,1.6561,2.0068,2.4518,1.7254,0.0145,440.47,0.3832,19.53,1.2985,2.4762,2.4518,1429.43,452.41,446.01,1.1957,21.6,2.9735,29.5,29.5,0.4389,0.4389,62.03,51.98,75.6,36.92,75.88,69.31,75.1,63.19,50.28
625,1.9838,3.0545,26.3,1.8859,1081.86,1240.12,442.04,442.21,19.06,3.0545,1240.12,442.04,148,116,1.5052,1.5896,1.6686,2.3379,1.9609,457.44,1.3246,20.96,2.1024,0.0905,1.6686,1240.12,442.04,442.21,0.9417,21.09,3.0545,26.3,26.3,1.8859,1.8859,51.6,35.49,72.54,47.25,35.5,42.94,77.58,35.74,69.94
626,2.3899,2.9542,26.5,1.942,1467.72,1420.94,443.71,458.55,20.51,2.9542,1420.94,443.71,149,116,1.8909,2.4843,2.187,1.82,0.4418,441.98,0.0679,19.08,2.4561,1.1612,2.187,1420.94,443.71,458.55,2.5966,21.26,2.9542,26.5,26.5,1.942,1.942,73.94,45.95,34.83,69.93,76.23,40.24,52.4,45.09,74.67
627,1.5291,3.276,18.9,1.0954,956.81,1122.42,448.63,443.42,19.9,3.276,1122.42,448.63,150,116,2.0705,1.713,1.6775,1.9436,1.4647,449.82,0.6508,21.07,2.1696,0.7936,1.6775,1122.42,448.63,443.42,2.4351,20.13,3.276,18.9,18.9,1.0954,1.0954,66.04,69.29,53.72,70.82,58.95,67.17,43.4,64.87,42.88
628,2.3787,3.3663,23.8,1.642,1197.88,1179.82,450.44,457.1,19.78,3.3663,1179.82,450.44,151,116,1.6168,2.4139,1.9739,1.8163,2.2182,440.22,0.3302,19.03,1.8851,1.2936,1.9739,1179.82,450.44,457.1,2.9742,18.3,3.3663,23.8,23.8,1.642,1.642,55.54,43.55,76.56,51.15,37.59,32.63,77.91,57.93,30.41
629,1.951,3.4151,35.6,2.0161,913.9,962.48,449.66,444.96,19.65,3.4151,962.48,449.66,152,116,2.4692,1.847,2.3633,1.5379,0.3231,455.8,1.2859,21.03,2.8105,0.9869,2.3633,962.48,449.66,444.96,2.6412,21.68,3.4151,35.6,35.6,2.0161,2.0161,40.61,50.61,32.37,31.7,42.47,38.22,49.67,41.03,44.23
630,1.6791,3.056,47.1,0.1268,1442.84,926.17,442.89,453.91,20.94,3.056,926.17,442.89,153,116,2.4475,2.4294,1.5144,1.6442,2.349,459.3,2.2287,19.87,1.0045,1.4109,1.5144,926.17,442.89,453.91,1.0813,18.94,3.056,47.1,47.1,0.1268,0.1268,46.24,34.28,76.81,35.09,56.14,79.89,60.72,42.61,56.22
631,2.2378,2.9695,43.5,1.7242,1023.34,1142.76,457.92,452.36,21.31,2.9695,1142.76,457.92,103,117,2.1258,2.1644,2.2692,2.3477,1.2021,444.42,1.1157,21.43,1.7067,2.3817,2.2692,1142.76,457.92,452.36,0.8165,20.35,2.9695,43.5,43.5,1.7242,1.7242,63.61,55.5,47,69.99,42.16,64.98,77.05,39.74,32.61
632,2.3461,3.0687,13.6,2.6581,1043.56,1148.49,456.03,443.03,18.92,3.0687,1148.49,456.03,104,117,2.2124,2.3053,1.7649,2.341,0.7481,456.84,0.6806,18.9,2.0643,2.7712,1.7649,1148.49,456.03,443.03,0.8501,18.41,3.0687,13.6,13.6,2.6581,2.6581,40.88,44.21,32.7,34.62,48.35,72.11,34.93,63.81,76.03
633,2.3335,2.8344,13.6,2.5695,959.47,1135.28,444.1,457.57,21.59,2.8344,1135.28,444.1,105,117,2.1272,1.7404,2.0477,2.2623,1.3579,453.99,1.5112,20.92,1.9396,2.513,2.0477,1135.28,444.1,457.57,0.2868,18.55,2.8344,13.6,13.6,2.5695,2.5695,50.43,51.36,44.29,44.11,55.37,49.45,63.62,30.55,49.22
634,1.7831,3.3994,42.5,1.2707,1316.27,1064.58,453.28,448.12,20.88,3.3994,1064.58,453.28,106,117,2.1882,2.0378,1.7154,2.1522,0.0316,456.51,2.7923,21.86,0.6171,1.1575,1.7154,1064.58,453.28,448.12,0.7686,18.06,3.3994,42.5,42.5,1.2707,1.2707,54.59,78.42,76.95,55.28,72.8,63.32,54.93,74.21,73.74
635,2.4535,3.2863,33.3,0.6926,1383.18,1479.59,459.92,443.66,21.68,3.2863,1479.59,459.92,107,117,2.3297,2.1849,1.7658,2.243,2.4376,456.33,1.6268,21.65,0.413,0.6379,1.7658,1479.59,459.92,443.66,1.3815,19.94,3.2863,33.3,33.3,0.6926,0.6926,54.22,54.28,68.77,42.63,32.29,40.81,55.58,39.43,37.7
636,2.2436,3.0027,19.4,2.9157,1009.14,1438.15,459.21,440.68,19.35,3.0027,1438.15,459.21,108,117,2.4482,2.4326,2.0245,2.1834,2.2622,457.99,0.2307,20.12,1.7197,0.3392,2.0245,1438.15,459.21,440.68,0.2502,20.07,3.0027,19.4,19.4,2.9157,2.9157,47.15,74.47,76.51,49.4,47.48,79.59,60.12,38.05,36.22
637,2.1332,3.1913,47.3,2.7812,1324.01,859.49,450.09,457.98,19.75,3.1913,859.49,450.09,109,117,2.3515,2.2293,1.991,1.597,2.0067,441.5,2.4197,20.5,0.4994,1.0144,1.991,859.49,450.09,457.98,0.4597,21.06,3.1913,47.3,47.3,2.7812,2.7812,62.43,63.7,59.81,55.14,31.41,65.8,51.27,74.88,39.31
638,2.1923,3.3325,10.7,0.6299,1438.06,914.34,441.73,449.35,19.04,3.3325,914.34,441.73,110,117,1.5242,2.0093,2.0607,1.9637,2.8954,444.79,0.1559,21.2,2.5767,0.7145,2.0607,914.34,441.73,449.35,2.9643,19.04,3.3325,10.7,10.7,0.6299,0.6299,64.33,35.4,59.41,45.04,43.29,63.05,69.67,62.4,63.12
639,2.0242,3.4992,19,2.8657,1304.83,828.86,447.99,457.63,20.84,3.4992,828.86,447.99,111,117,2.1978,1.8491,2.2524,1.9425,1.7793,458.61,1.7061,18.86,0.3707,0.4163,2.2524,828.86,447.99,457.63,0.733,19.39,3.4992,19,19,2.8657,2.8657,70.1,70.18,71.63,40.5,78.85,50.21,61.6,78.43,77.61
640,2.4946,3.0272,33.4,0.787,1264.57,1482.53,453.3,446.24,19.47,3.0272,1482.53,453.3,112,117,2.3248,1.6292,1.6694,2.293,1.8441,448.93,0.2048,21.92,2.4446,2.3756,1.6694,1482.53,453.3,446.24,1.3143,21.08,3.0272,33.4,33.4,0.787,0.787,35.7,72.68,47.89,75.17,47.06,61.36,65.73,69.44,70.28
641,2.1182,3.0321,47.9,2.6557,964.28,892.33,456.83,453.72,19.53,3.0321,892.33,456.83,134,117,1.9772,1.5946,1.9172,2.0369,1.0313,453.62,0.5178,21.08,2.2969,1.2889,1.9172,892.33,456.83,453.72,1.1065,18.63,3.0321,47.9,47.9,2.6557,2.6557,67.91,51.56,38.27,49.65,64.43,41.99,38.93,69.94,58.99
642,2.1559,2.9415,23.4,0.3646,1097.36,807.99,459.91,443.39,18.51,2.9415,807.99,459.91,135,117,1.5561,1.6738,1.6442,1.8172,1.5386,440.41,1.9051,20.88,0.8323,2.7087,1.6442,807.99,459.91,443.39,1.2486,19,2.9415,23.4,23.4,0.3646,0.3646,66.01,34.1,59.22,55.06,75.87,41.39,79.03,73.44,42.85
643,1.9777,3.1329,11.1,1.4101,1194.76,1077.83,452.94,452.67,19.07,3.1329,1077.83,452.94,136,117,2.3679,1.9601,2.3373,2.4674,1.2787,451.79,1.6461,18.81,1.5707,0.2833,2.3373,1077.83,452.94,452.67,1.4565,20.5,3.1329,11.1,11.1,1.4101,1.4101,40.42,35.4,76.04,75.26,39.89,79.56,47.68,73.39,61.92
644,1.9709,3.0039,36,0.7885,1447.44,985.9,457.35,449.26,20.8,3.0039,985.9,457.35,137,117,2.2761,2.403,1.7684,2.1933,2.6707,451.23,2.0944,18.01,0.9305,0.42,1.7684,985.9,457.35,449.26,0.7404,19.33,3.0039,36,36,0.7885,0.7885,78.15,72.25,38.76,33.02,57.05,30.2,56.98,78.77,61.12
645,1.6001,3.0739,12.9,0.38,1018.22,1396.32,441.13,450.93,21.91,3.0739,1396.32,441.13,138,117,2.4367,1.885,1.8289,2.2877,2.5425,451.02,1.7253,20.39,1.3051,1.9648,1.8289,1396.32,441.13,450.93,2.874,21.99,3.0739,12.9,12.9,0.38,0.38,49.25,30.86,74.42,64.02,78.09,47.25,39.46,52.98,61.11
646,2.2641,2.8792,16.6,2.9349,1067.64,975.41,452.58,451.57,19.85,2.8792,975.41,452.58,139,117,1.8538,2.2452,2.4281,2.0883,1.4648,458.43,2.1112,18.79,1.8247,0.0632,2.4281,975.41,452.58,451.57,2.9627,21.77,2.8792,16.6,16.6,2.9349,2.9349,66.01,45.79,64,69.87,66.34,77.05,48.2,71.16,43.36
647,1.7105,3.4222,42.5,1.1274,1197.56,1248.97,453.46,440.77,19.27,3.4222,1248.97,453.46,140,117,1.7722,1.8864,1.687,2.1114,0.4822,448.8,0.4274,19.52,1.0992,1.7171,1.687,1248.97,453.46,440.77,2.5403,18,3.4222,42.5,42.5,1.1274,1.1274,69.16,63.29,64.63,64.83,31.23,55.23,62.84,44.93,37.06
648,2.3867,3.2516,19.2,2.2073,1130.31,1003.46,447.26,458.73,19.02,3.2516,1003.46,447.26,141,117,2.1178,2.045,1.7297,1.6479,0.7997,450.59,0.5599,18.47,2.1489,1.3721,1.7297,1003.46,447.26,458.73,0.3068,21.85,3.2516,19.2,19.2,2.2073,2.2073,49.36,61.29,62.39,47.01,41.77,51.88,54.96,64.21,45.4
649,1.5232,3.373,37.5,2.9206,1083.14,1116.14,457.06,448.62,21.3,3.373,1116.14,457.06,142,117,1.915,2.3105,1.5901,2.0833,0.0543,447.21,2.968,20.28,2.7822,1.0365,1.5901,1116.14,457.06,448.62,2.8781,19.37,3.373,37.5,37.5,2.9206,2.9206,70.3,33.23,38.81,67.86,46.27,49.37,38.43,70.03,30.31
650,1.8138,2.9506,43.2,2.6742,997.18,838.56,440.33,452.11,19.54,2.9506,838.56,440.33,143,117,1.767,1.5517,1.7369,2.312,0.0843,441.71,1.5073,19.01,1.3081,1.8735,1.7369,838.56,440.33,452.11,0.0906,20.13,2.9506,43.2,43.2,2.6742,2.6742,68.46,41.05,53.13,74.58,41.5,75.25,48.64,58.88,46.79
651,1.5307,3.3591,29.5,2.1632,1068.41,1199.71,456.25,442.46,19.23,3.3591,1199.71,456.25,144,117,1.7233,2.4488,2.2147,2.0095,2.5543,441.91,0.871,20.01,2.4783,0.9361,2.2147,1199.71,456.25,442.46,1.031,19.9,3.3591,29.5,29.5,2.1632,2.1632,55.7,73.72,32.51,52.47,62.86,71.41,79.1,51.71,46.93
652,2.276,3.3965,30.6,1.1112,1323.79,805.45,450.23,440.03,21.51,3.3965,805.45,450.23,145,117,2.3844,2.3321,1.7297,2.3791,2.8662,457.95,2.2222,19.61,0.6917,2.8091,1.7297,805.45,450.23,440.03,1.1921,19.76,3.3965,30.6,30.6,1.1112,1.1112,66.76,48.82,31.32,40.85,79.54,69.97,59.42,47.55,49.08
653,1.5403,3.1941,43.5,0.4898,1157.03,1212.5,459.86,441.02,21.55,3.1941,1212.5,459.86,146,117,2.4437,2.3635,2.1377,1.7572,2.5362,452.2,2.7014,20.81,1.8005,0.7203,2.1377,1212.5,459.86,441.02,0.6995,19.11,3.1941,43.5,43.5,0.4898,0.4898,45.72,64.07,60.56,37.7,53.45,67.74,58.48,32.69,33.25
654,1.8729,3.3551,45.9,0.4868,1031.87,926.09,450.36,449.09,20.04,3.3551,926.09,450.36,147,117,1.6678,1.9249,1.8027,1.8561,0.5256,451.36,0.231,20.95,2.0907,1.3288,1.8027,926.09,450.36,449.09,1.6021,18.31,3.3551,45.9,45.9,0.4868,0.4868,67.7,75.8,31.39,41.38,64.93,50.86,62.24,35.35,59.72
655,1.7649,3.3589,25.8,2.7171,1353.42,1414.89,442.85,442.02,19.14,3.3589,1414.89,442.85,148,117,2.4618,1.5578,1.9546,2.1021,2.0205,440.68,1.8696,20.52,2.896,2.0407,1.9546,1414.89,442.85,442.02,0.5636,20,3.3589,25.8,25.8,2.7171,2.7171,34.96,49.55,33.87,61.11,66.99,53.5,76.95,66.15,72.83
656,2.4684,3.2669,18,0.9159,973.26,828.87,443.43,445.04,19.56,3.2669,828.87,443.43,149,117,2.187,1.5317,1.6881,1.525,0.5832,457.11,0.6817,21.71,0.2731,0.543,1.6881,828.87,443.43,445.04,1.9922,20.77,3.2669,18,18,0.9159,0.9159,62.65,43.14,35.07,42.89,70.86,59.11,69.19,47.53,43.97
657,1.9313,3.0137,39.2,1.2315,1000.56,1332.7,454.42,445.9,20.91,3.0137,1332.7,454.42,150,117,2.0332,1.5112,2.2401,1.7395,2.7919,456.82,1.7241,21.84,1.6262,1.9913,2.2401,1332.7,454.42,445.9,0.3989,20.61,3.0137,39.2,39.2,1.2315,1.2315,33.43,70.31,43.84,64.08,77.17,41.21,72.27,56.31,43.08
658,2.2305,3.2023,21.1,1.8607,1435.88,1278.85,444.23,442.54,20.55,3.2023,1278.85,444.23,151,117,2.0508,1.68,2.1403,1.5265,0.909,442.08,2.2575,19.1,1.8944,1.9943,2.1403,1278.85,444.23,442.54,2.715,18.54,3.2023,21.1,21.1,1.8607,1.8607,76.28,76.85,73.85,55.26,34.41,51.91,33.11,39.21,68.56
659,1.6455,3.0285,20.3,2.1771,983.55,1363.35,454.78,448.6,20.14,3.0285,1363.35,454.78,152,117,1.8547,1.5262,1.7913,2.0258,0.9998,443.95,2.0194,19.86,2.2666,1.976,1.7913,1363.35,454.78,448.6,0.7959,19.07,3.0285,20.3,20.3,2.1771,2.1771,55.15,62.36,69.56,74.12,50.31,51.12,69.65,33.19,32.42
660,2.2713,3.1741,22.2,1.7289,1164.51,1242.29,445.22,442.05,18.11,3.1741,1242.29,445.22,153,117,1.9581,2.2513,1.8953,2.2173,2.9769,449.64,0.5363,20.97,1.7771,2.0044,1.8953,1242.29,445.22,442.05,1.0333,21.13,3.1741,22.2,22.2,1.7289,1.7289,31.36,63.96,56.31,54.78,50.17,68.73,54.64,60.19,44.56
661,1.5942,3.3285,32.1,2.4975,1392.27,1270.17,445.69,459.23,21.69,3.3285,1270.17,445.69,103,118,2.1606,1.8432,1.5418,2.0488,2.546,456.52,1.3741,20.07,0.0189,0.3471,1.5418,1270.17,445.69,459.23,0.7381,21.84,3.3285,32.1,32.1,2.4975,2.4975,52.87,52.35,41.11,46.53,68.01,71.79,32.51,47.84,68.78
662,1.9736,2.8984,31.3,2.768,1189.25,1396.1,453.13,446.71,20.69,2.8984,1396.1,453.13,104,118,1.5169,2.2436,1.5255,1.5825,0.7566,451.35,1.1457,19.17,2.4324,0.6942,1.5255,1396.1,453.13,446.71,2.5267,18.36,2.8984,31.3,31.3,2.768,2.768,53.49,79.73,59.84,58.94,39.92,56.91,55.34,42.53,34.78
663,1.8217,3.3347,31.6,2.7802,1222.89,837.07,453.46,453.48,21.85,3.3347,837.07,453.46,105,118,1.8068,1.7193,1.6456,1.972,0.2553,447.37,2.2167,19.62,1.6943,1.0039,1.6456,837.07,453.46,453.48,2.4593,18.56,3.3347,31.6,31.6,2.7802,2.7802,50.67,56.99,38.07,77.45,53.31,64.49,77.17,48.67,74.62
664,1.6908,2.9986,13.1,2.7461,1446.47,1284.15,459.69,458,19.25,2.9986,1284.15,459.69,106,118,2.0419,2.4786,1.934,2.1973,2.4274,458.56,1.1135,21.52,1.8107,1.3416,1.934,1284.15,459.69,458,2.7828,19.63,2.9986,13.1,13.1,2.7461,2.7461,60.14,48.67,60.53,63.13,61.02,66.42,46.5,54.39,63.15
665,2.0196,3.3391,49.4,2.3272,1072.23,916.57,441.02,454.06,18.21,3.3391,916.57,441.02,107,118,1.9656,2.4223,2.1046,1.7685,1.1257,456.62,1.6817,20.13,1.3352,2.2398,2.1046,916.57,441.02,454.06,0.4216,21.79,3.3391,49.4,49.4,2.3272,2.3272,66.61,76.95,32.72,78.21,39.94,59.87,79.64,41.26,46.65
666,2.0168,2.8988,27.3,2.3521,1023.5,1264.74,454.67,448.18,18.98,2.8988,1264.74,454.67,108,118,1.6269,2.2565,2.3819,1.5369,2.9434,452.76,2.9891,19.76,0.037,2.2578,2.3819,1264.74,454.67,448.18,0.2088,21.28,2.8988,27.3,27.3,2.3521,2.3521,41.46,57.36,60.9,48.01,68.98,32.59,34.18,67.29,48.58
667,2.1505,3.0027,11,2.4397,1170.75,1385.46,449.86,440.48,21.63,3.0027,1385.46,449.86,109,118,1.8344,1.9298,2.1564,2.2546,0.9023,452.24,1.5449,20.84,1.5632,2.1366,2.1564,1385.46,449.86,440.48,0.8079,20.02,3.0027,11,11,2.4397,2.4397,78.34,66.52,34.91,45.53,40.94,69.9,46.49,55,55.78
668,1.891,3.4997,45.2,2.7807,1004.57,935.87,445.13,441.37,18.31,3.4997,935.87,445.13,110,118,1.8706,2.1874,2.1494,1.6059,2.1547,456.62,0.9608,20.41,0.3576,0.9064,2.1494,935.87,445.13,441.37,2.2761,19.96,3.4997,45.2,45.2,2.7807,2.7807,64.58,36.57,38.52,70.57,35.99,50.08,52.21,71.3,37.64
669,2.4098,3.4401,35.1,0.7816,981.24,1341.36,455.24,458.71,20.83,3.4401,1341.36,455.24,111,118,1.8715,2.2342,2.0845,1.6499,1.5619,457.2,2.6932,21.22,1.9606,2.3883,2.0845,1341.36,455.24,458.71,2.2862,19.81,3.4401,35.1,35.1,0.7816,0.7816,68.96,34.63,41.19,40.63,79.26,62,79.57,31.21,44.27
670,2.3094,3.3597,23,0.0332,1035.06,954.61,447.34,452.01,20.7,3.3597,954.61,447.34,112,118,2.2319,2.0135,2.3121,1.7207,1.102,457.91,1.3023,18.64,1.7062,0.3248,2.3121,954.61,447.34,452.01,0.181,19.04,3.3597,23,23,0.0332,0.0332,63.74,60.12,63.84,58.6,63,54.77,41.66,34.91,79.61
671,1.7963,3.3811,25.3,0.4952,1359.05,859.91,453.31,457.52,19.39,3.3811,859.91,453.31,134,118,2.4314,1.5942,2.1311,1.5879,0.6151,458.42,1.2117,20.55,0.9262,1.8929,2.1311,859.91,453.31,457.52,2.4864,19.04,3.3811,25.3,25.3,0.4952,0.4952,61.07,68.66,64.71,66.97,79.23,57.6,67.81,32.16,57.13
672,1.7347,3.0458,12.7,1.8352,1406.04,899.25,446.11,447.6,20.57,3.0458,899.25,446.11,135,118,2.0172,1.8594,1.9654,2.119,2.2944,446.88,1.077,21.7,0.0349,0.6963,1.9654,899.25,446.11,447.6,1.4569,19.35,3.0458,12.7,12.7,1.8352,1.8352,53.2,69.8,69.78,73.56,77.7,36.1,46.12,59.72,30.05
673,2.4866,3.1722,11.9,2.5056,1037.43,878.52,440.67,440.04,18.34,3.1722,878.52,440.67,136,118,1.5446,2.425,2.1838,1.57,0.3254,449.96,0.4646,20.53,1.8497,2.4737,2.1838,878.52,440.67,440.04,1.3266,20.47,3.1722,11.9,11.9,2.5056,2.5056,75.64,78.73,48.49,46.11,38.92,41.27,78.82,66.5,49.87
674,1.6892,2.8924,10.5,0.6726,941.35,1192.45,445.51,451.37,19.92,2.8924,1192.45,445.51,137,118,1.9346,1.5839,1.7189,2.0967,0.9815,446.83,0.0986,19.98,1.026,0.7233,1.7189,1192.45,445.51,451.37,0.6708,21.62,2.8924,10.5,10.5,0.6726,0.6726,48.24,32.7,60.55,35.09,52.45,52.61,38,54.86,39.83
675,2.1848,3.1883,47,0.2833,1131.79,1496.16,447.79,457.9,20.45,3.1883,1496.16,447.79,138,118,1.6803,1.7319,1.5293,2.078,1.6264,450.22,0.5868,21.93,1.1814,0.4523,1.5293,1496.16,447.79,457.9,0.1351,21.38,3.1883,47,47,0.2833,0.2833,51.87,52.9,50.28,76.73,57.31,45.42,49.5,40.36,79.29
676,2.1169,3.2149,29.8,2.0562,933.33,1157.29,442.27,446.69,19.04,3.2149,1157.29,442.27,139,118,1.5947,1.9564,1.9417,1.71,0.7199,450.86,2.9972,19.7,1.3564,0.5321,1.9417,1157.29,442.27,446.69,0.1641,18.89,3.2149,29.8,29.8,2.0562,2.0562,38.38,38.25,67.21,30.41,55.26,78.08,67.39,49.02,56.96
677,1.8891,3.4629,33.6,2.2934,1439.09,1345.66,457.26,441.63,20.33,3.4629,1345.66,457.26,140,118,1.7549,1.909,1.7281,2.193,2.5352,457.58,2.1627,21.69,0.7695,2.6706,1.7281,1345.66,457.26,441.63,2.9337,18.91,3.4629,33.6,33.6,2.2934,2.2934,44.73,68.09,70.53,59.26,79.37,32.53,76.95,46.54,34.25
