LotNo=8J208472700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StartTestDate=2023/06/06 AM 09:09:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TestTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal,Spec,Fmodel,Rmodel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EquipmentID=AWPRF22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatorID=25370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN,Vf1,Vf2,Vr1,Ir1,Rs,Iv2,Wd2,Wp2,Hw2,Vf3,Iv3,Wd3,X,Y,Vf0,Thy1,Thy2,PEAK1,Ir2,Wp3,Purity2,Hw3,Purity3,Ir3,Vf4,Iv4,Wd4,Wp4,Purity4,HW4,Vf5,Vr2,Vr3,Ir4,Ir5,WdWp2,WdWp3,WdWp4,WPE2,WPE3,DWPE,POI2,POI3,DPOI
263,2.2828,3.4345,39.2,1.6487,1001.93,821.33,450.43,440.17,19.92,3.4345,821.33,450.43,110,108,2.3492,2.211,1.7811,2.3494,1.6297,455.34,0.0548,18.96,2.928,0.3364,1.7811,821.33,450.43,440.17,1.5663,19.13,3.4345,39.2,39.2,1.6487,1.6487,76.23,47.97,44.09,63.32,63.64,47.46,43.12,63.29,56.59
264,2.0131,3.1185,21.5,2.7957,824.92,877.28,441.01,451.31,19.15,3.1185,877.28,441.01,111,108,2.325,1.601,2.0115,1.9632,0.0433,453.57,1.3735,19.44,0.7928,1.6368,2.0115,877.28,441.01,451.31,1.9163,21.45,3.1185,21.5,21.5,2.7957,2.7957,38.07,55.52,59.39,52.5,77.33,33.72,49.32,67.63,78.69
265,2.004,3.4887,39.6,2.4998,1114.65,1042.38,457.38,445.9,21.99,3.4887,1042.38,457.38,112,108,2.3891,2.2356,1.5982,1.843,2.9941,448.97,2.5321,21.72,2.0733,2.1828,1.5982,1042.38,457.38,445.9,0.7995,20.27,3.4887,39.6,39.6,2.4998,2.4998,69.22,37.11,62.37,39.77,45.46,30.15,52.12,70.89,56.74
266,2.3213,3.2773,17,2.292,906.59,964.9,445.04,453.38,20.47,3.2773,964.9,445.04,113,108,1.5132,1.7593,1.5109,1.8694,0.5498,448.39,1.173,21.61,2.7965,0.2271,1.5109,964.9,445.04,453.38,1.9044,21.28,3.2773,17,17,2.292,2.292,73.67,59.59,50.47,79.8,30.8,37.45,53.7,42.92,35.52
267,1.8293,3.4673,20.9,2.8443,872.34,1163.65,440.34,450.16,21.04,3.4673,1163.65,440.34,114,108,1.8389,2.1012,1.6657,2.2172,2.1968,441.45,1.5086,20.37,1.3888,1.898,1.6657,1163.65,440.34,450.16,1.8146,20.84,3.4673,20.9,20.9,2.8443,2.8443,39.08,65.39,59.4,44,75.98,67.33,56.06,54.52,39.25
268,2.1658,3.1295,45.6,1.7473,1445.86,1462.33,448.67,454.71,21.21,3.1295,1462.33,448.67,115,108,2.1161,1.7646,1.7521,2.2725,2.0192,452.39,1.3127,19.45,0.9171,1.8733,1.7521,1462.33,448.67,454.71,1.1871,20.68,3.1295,45.6,45.6,1.7473,1.7473,60.69,61.01,77.75,75.3,78.65,57.5,69.92,44.73,77.67
269,2.4712,3.2044,31.1,0.6631,1462.47,992.5,440.49,449.53,21.12,3.2044,992.5,440.49,116,108,2.3576,1.5059,1.6548,2.4154,2.6477,449.01,1.9161,19.75,1.9607,0.4138,1.6548,992.5,440.49,449.53,2.5041,19.26,3.2044,31.1,31.1,0.6631,0.6631,76.1,68.62,75.7,76.68,47.85,72.13,38.54,32.41,76.52
270,2.2974,3.0366,34.4,2.3055,1271.08,1160.78,444.89,441.41,20.21,3.0366,1160.78,444.89,117,108,2.1517,2.4158,1.5664,2.1335,1.948,458.51,1.2497,19.51,2.5612,0.4397,1.5664,1160.78,444.89,441.41,1.0837,19.27,3.0366,34.4,34.4,2.3055,2.3055,52.92,43.51,63.66,37.84,44.67,65.48,55.66,71.72,45.12
271,2.3921,2.9997,38,0.9864,949.79,1200.16,456.9,440.32,18.67,2.9997,1200.16,456.9,118,108,1.8684,2.0684,1.5859,1.6311,1.5727,454.34,1.7722,20.36,0.9945,1.0108,1.5859,1200.16,456.9,440.32,1.2072,18.83,2.9997,38,38,0.9864,0.9864,54.88,65.79,75.09,70.52,71.31,59.75,54.57,47.4,30.55
272,2.0797,3.4048,11.1,0.3014,1016.07,1388.37,455.33,451.61,19.13,3.4048,1388.37,455.33,119,108,2.078,1.8667,2.357,2.4041,2.8853,445.75,1.9739,21.97,1.3844,1.4573,2.357,1388.37,455.33,451.61,2.6467,20.12,3.4048,11.1,11.1,0.3014,0.3014,50.04,49.36,51.62,59.68,61.56,40.79,47.2,69.8,72.7
273,1.7035,2.8865,45.3,1.5254,1054.13,1034.98,449.27,450.9,20.24,2.8865,1034.98,449.27,120,108,1.9656,1.9733,1.6415,1.9679,1.9528,447.78,2.1798,21.65,2.3224,2.1689,1.6415,1034.98,449.27,450.9,1.1958,20.08,2.8865,45.3,45.3,1.5254,1.5254,78.31,36.38,58.8,32.97,47.57,39.81,63.27,30.2,75.53
274,1.8774,2.82,49.9,1.1263,899.31,1182.07,444.87,458.23,20.53,2.82,1182.07,444.87,121,108,1.7316,2.1613,2.0718,1.927,2.7137,459.52,1.7302,20.25,0.1515,2.541,2.0718,1182.07,444.87,458.23,2.1008,20.01,2.82,49.9,49.9,1.1263,1.1263,57.14,37.95,78.62,41.4,50.07,52.39,70.43,67.33,44.59
275,2.4302,2.9309,29.3,0.6356,1189.89,1087.82,442.17,445.54,20.34,2.9309,1087.82,442.17,122,108,2.383,2.4676,2.3809,1.7232,1.9458,453.41,0.8744,18.1,2.2664,2.791,2.3809,1087.82,442.17,445.54,2.8713,21.65,2.9309,29.3,29.3,0.6356,0.6356,36.7,37.06,76.66,75.84,43.91,51,36.57,52.15,77.61
276,2.4668,3.4944,28.9,0.9036,981.15,849.83,459.69,443.79,20.84,3.4944,849.83,459.69,123,108,2.3674,1.9011,1.5487,1.672,2.3433,454.08,1.4282,19.37,0.7142,1.2636,1.5487,849.83,459.69,443.79,2.8681,18.22,3.4944,28.9,28.9,0.9036,0.9036,58.07,48.43,30.75,75.3,76.2,74.63,45.37,54.89,79.7
277,1.549,3.4406,45.5,2.6375,1040.44,1097.79,442.61,456.8,21.46,3.4406,1097.79,442.61,124,108,1.9466,2.3869,2.0638,1.651,0.5339,449.57,0.7571,18.06,2.7859,1.7384,2.0638,1097.79,442.61,456.8,1.1549,21.6,3.4406,45.5,45.5,2.6375,2.6375,78.51,44.87,79.92,54.76,54.37,65.33,34.16,75.37,67.84
278,2.3014,3.313,26.5,0.8106,972.02,833.5,457.39,447.97,18.38,3.313,833.5,457.39,125,108,2.0084,2.1222,2.3673,2.0449,2.1449,446.36,1.2778,19.08,1.8099,0.7646,2.3673,833.5,457.39,447.97,0.5361,18.87,3.313,26.5,26.5,0.8106,0.8106,79.28,59.98,72.07,55.58,67.57,79.63,42.88,36.42,63.12
279,1.8537,2.8518,40.9,0.7798,858.35,1414.7,456.46,458.86,18.55,2.8518,1414.7,456.46,126,108,2.2563,2.1126,1.987,1.7293,1.816,445.22,0.1243,19.48,2.2797,2.5691,1.987,1414.7,456.46,458.86,1.2136,20.18,2.8518,40.9,40.9,0.7798,0.7798,57.78,68.57,74.55,43.71,38.98,59.59,35.68,38.32,55.72
280,1.9582,3.1528,13.3,2.2412,998.73,982.31,448.68,441.54,21.1,3.1528,982.31,448.68,127,108,2.2813,1.693,2.2115,1.6343,1.368,452.1,0.0941,20.57,2.8152,1.0159,2.2115,982.31,448.68,441.54,2.8876,21.24,3.1528,13.3,13.3,2.2412,2.2412,59.63,77.84,30.71,64.37,72.94,42.5,61.71,45.85,73.02
281,2.0922,3.3191,47.5,0.4449,833,833.23,454.86,456.48,21.92,3.3191,833.23,454.86,128,108,2.476,1.8859,1.536,1.5883,2.8217,449.17,1.2182,19.81,1.1317,1.0492,1.536,833.23,454.86,456.48,0.2882,20.99,3.3191,47.5,47.5,0.4449,0.4449,36.85,37.43,52.02,53.54,36.22,48.58,37.87,60.07,48.14
282,1.7867,3.3686,27.1,0.2078,1222.7,1072.25,458.33,442.84,21.23,3.3686,1072.25,458.33,129,108,2.416,2.1789,2.4548,2.0243,2.5563,442.54,2.1751,19.22,2.9824,2.6061,2.4548,1072.25,458.33,442.84,2.4177,20.28,3.3686,27.1,27.1,0.2078,0.2078,61.14,53.13,37.88,42.79,38.6,60.36,68.39,30.71,51.92
283,2.3134,3.2151,19,0.6142,1460.37,972.63,450.07,451.36,20.1,3.2151,972.63,450.07,130,108,2.2314,2.1589,1.7337,2.3559,1.5815,448.56,2.0605,19.28,1.4099,1.0628,1.7337,972.63,450.07,451.36,2.3929,19.37,3.2151,19,19,0.6142,0.6142,74.69,61.61,58.76,31.13,78.03,60.61,30.93,66.65,49.69
284,1.7099,3.0175,49.9,0.0439,1162.87,922.27,454.18,453.89,19.83,3.0175,922.27,454.18,131,108,2.2214,2.0121,1.9967,1.658,1.1334,455.92,0.6981,19.49,0.3839,1.7535,1.9967,922.27,454.18,453.89,0.1848,19.59,3.0175,49.9,49.9,0.0439,0.0439,40.64,62.58,60.69,75.68,72.58,47.15,78.3,60.97,30.15
285,2.4078,2.9178,17.9,2.8972,1161.26,871.61,447.94,446.92,21.87,2.9178,871.61,447.94,132,108,2.4081,1.7375,2.2541,2.4415,0.3178,444.2,0.0345,18.62,2.9294,1.1963,2.2541,871.61,447.94,446.92,2.1915,20.5,2.9178,17.9,17.9,2.8972,2.8972,56.76,60.41,32.9,38.22,67.25,34.6,78.63,76.04,37.07
286,1.762,3.4402,37.5,2.2171,1415.55,881.62,453.66,451.68,19.97,3.4402,881.62,453.66,133,108,2.1951,1.5548,2.4584,2.1714,0.6645,459.92,1.1331,20.03,0.8833,1.6728,2.4584,881.62,453.66,451.68,2.5553,19.61,3.4402,37.5,37.5,2.2171,2.2171,36.4,45.21,63.64,56.65,53.04,65.48,40.65,64.48,35.4
287,1.7062,2.987,17.8,0.7218,1086.58,1248.42,453.07,445.34,19.82,2.987,1248.42,453.07,134,108,2.1694,1.5617,1.6543,1.8732,0.8048,443.02,1.5611,20.16,1.8828,2.4216,1.6543,1248.42,453.07,445.34,2.0819,20.68,2.987,17.8,17.8,0.7218,0.7218,44.66,79.85,64.25,34.04,36.01,54.21,52.43,70.83,49.09
288,1.8076,2.8202,39.9,1.6524,1027.19,1085.49,440.01,443.16,18.75,2.8202,1085.49,440.01,135,108,2.2638,1.9089,2.2249,2.2775,2.1957,448.55,2.2037,19.03,1.121,1.4005,2.2249,1085.49,440.01,443.16,2.6698,20.79,2.8202,39.9,39.9,1.6524,1.6524,30.99,51.73,39.36,74.17,63.45,43.9,57.85,65.65,49.61
289,2.0747,3.1941,42,2.6403,839.34,1269.91,453.32,449.09,19.23,3.1941,1269.91,453.32,136,108,2.1873,1.9516,1.5841,2.2838,1.4422,452.21,1.5387,18.74,2.7007,0.9305,1.5841,1269.91,453.32,449.09,2.5407,19.1,3.1941,42,42,2.6403,2.6403,71.14,54.97,32.66,49.85,56.53,38.37,51.39,55.9,54.58
290,1.6056,3.1835,44.4,2.4955,1049.47,1258.28,454.58,455.26,21.56,3.1835,1258.28,454.58,137,108,1.9203,1.6585,2.0442,1.97,1.9256,453.39,0.4512,21.64,0.8123,2.4891,2.0442,1258.28,454.58,455.26,0.7265,21.57,3.1835,44.4,44.4,2.4955,2.4955,69.04,77.77,35.44,50.92,69.06,40.67,72.05,47.6,64.55
291,1.6006,3.2854,21.5,1.5732,1153.19,1123.41,441.42,456.92,18.01,3.2854,1123.41,441.42,138,108,1.7982,2.3602,1.7725,1.7733,0.3776,440.54,2.6548,20,0.823,0.0902,1.7725,1123.41,441.42,456.92,2.7033,19.19,3.2854,21.5,21.5,1.5732,1.5732,74.9,71.8,71.12,36.9,37.8,46.68,30.39,45.98,48.03
292,2.2056,3.4756,34.7,1.4505,812.65,1167.44,452.84,448.65,19.07,3.4756,1167.44,452.84,139,108,2.3749,1.5798,2.3622,1.8077,1.4681,444.06,1.3843,18.22,0.8941,2.4858,2.3622,1167.44,452.84,448.65,1.2246,19.35,3.4756,34.7,34.7,1.4505,1.4505,66.02,31.65,46.12,39.06,34.1,71.48,73.69,30.61,65.14
293,2.2965,3.3893,39.6,1.858,890.25,1219.4,444.69,448.49,21.81,3.3893,1219.4,444.69,140,108,2.0775,2.4694,1.7524,2.1319,0.3048,441.49,0.8494,18.39,2.2658,2.6087,1.7524,1219.4,444.69,448.49,2.7551,19.52,3.3893,39.6,39.6,1.858,1.858,37.91,65.8,51.09,31.13,38.42,60.49,69.75,55.66,52.31
294,2.4576,2.9097,30.5,0.6042,883.03,991.6,449.24,448.4,20.22,2.9097,991.6,449.24,141,108,1.5207,2.1841,1.751,1.8198,2.5555,442.68,2.0174,21.21,0.7684,2.2964,1.751,991.6,449.24,448.4,1.7764,19.47,2.9097,30.5,30.5,0.6042,0.6042,38.82,55.32,56.58,68.18,75.57,46.49,53.18,43.15,53.69
295,2.1785,3.177,49,2.4725,845.97,926.65,447.94,441.09,21.39,3.177,926.65,447.94,142,108,1.8823,2.1796,1.9163,2.4014,1.9833,441.26,0.196,20.82,1.8827,2.0003,1.9163,926.65,447.94,441.09,0.893,18.87,3.177,49,49,2.4725,2.4725,66.73,36.58,42.63,56.06,71.2,58.03,63.76,32.15,32.76
296,1.8927,3.3358,11.8,0.1298,1123.64,1062.78,440.1,441.18,20.59,3.3358,1062.78,440.1,143,108,1.5984,1.9421,1.6004,2.1043,0.6834,453.99,1.1393,20.69,0.4338,1.9589,1.6004,1062.78,440.1,441.18,1.791,21.42,3.3358,11.8,11.8,0.1298,0.1298,72.34,38.91,62.71,79.2,47.07,66.99,79.9,37.6,32.55
297,2.1913,3.2771,42.7,1.539,987.97,1068.31,454.95,445.47,18.7,3.2771,1068.31,454.95,144,108,1.944,2.1328,2.1036,1.6608,1.5317,445.57,0.203,21.13,2.0869,2.4762,2.1036,1068.31,454.95,445.47,0.0507,18.47,3.2771,42.7,42.7,1.539,1.539,38.2,41.35,47.51,62.63,79.51,64.82,41.27,68.9,55.23
298,1.5543,3.0758,42.3,0.1928,1189.56,930.64,443.53,448.3,20.31,3.0758,930.64,443.53,145,108,2.3333,2.1438,1.8057,2.3102,0.8648,443.59,2.797,18.54,1.8133,1.8756,1.8057,930.64,443.53,448.3,0.6021,19.12,3.0758,42.3,42.3,0.1928,0.1928,46.91,42.25,73.37,34.38,73.91,73.34,52.73,62.84,42.56
299,2.4061,3.1148,49.7,2.2032,1211.68,896.53,457.37,451.35,19.19,3.1148,896.53,457.37,146,108,2.1516,1.5428,1.8151,2.4555,1.213,452.42,2.9625,18.21,2.2886,2.3983,1.8151,896.53,457.37,451.35,0.5392,19.71,3.1148,49.7,49.7,2.2032,2.2032,46.15,35.48,59.94,71.21,54.99,51.16,76.42,66.5,35.17
300,1.7266,3.2182,43.1,1.2713,854.29,1113.36,459.57,445.23,21.13,3.2182,1113.36,459.57,147,108,1.9475,1.5324,1.7425,1.7804,1.3954,445.79,2.7564,20.92,0.5587,2.7661,1.7425,1113.36,459.57,445.23,1.7594,19.76,3.2182,43.1,43.1,1.2713,1.2713,74.81,48.51,68.4,52.35,74.77,46.01,54.5,42.75,35.3
301,2.0929,2.9232,46.7,1.9618,1447.88,1090.18,440.54,441.75,21.26,2.9232,1090.18,440.54,148,108,1.956,1.7353,1.9422,2.3717,0.8927,456.81,2.2483,19.62,2.1393,2.972,1.9422,1090.18,440.54,441.75,2.4307,19.17,2.9232,46.7,46.7,1.9618,1.9618,50.07,78.37,77.42,51.59,65.7,36.91,36.05,77.12,32.08
302,2.3105,2.9039,33.4,0.5524,1109.12,957.54,443.46,455.02,21.24,2.9039,957.54,443.46,149,108,1.6733,1.9951,2.4706,2.2829,1.4224,452.88,0.1004,20.74,1.6868,2.1025,2.4706,957.54,443.46,455.02,2.6391,21.75,2.9039,33.4,33.4,0.5524,0.5524,43.61,60.78,49.02,38.75,65.34,30.11,32.11,61.52,62.74
303,1.9969,3.434,12.8,2.4067,989.97,1233.28,444.63,449.07,20.89,3.434,1233.28,444.63,150,108,2.3519,1.6245,2.4102,2.0567,1.1347,443.94,0.399,20.91,2.1868,0.5587,2.4102,1233.28,444.63,449.07,1.6763,18.46,3.434,12.8,12.8,2.4067,2.4067,34.53,56.34,37.43,72.99,42.33,47.76,53.34,46.73,58.83
304,1.5628,2.9563,37.2,0.215,1205.18,903.62,441.55,450.6,21.25,2.9563,903.62,441.55,151,108,1.5939,1.6966,2.2155,1.8072,1.0635,454.08,1.6919,21.92,1.7315,1.2318,2.2155,903.62,441.55,450.6,2.2406,20.24,2.9563,37.2,37.2,0.215,0.215,53,32.26,52.76,38.28,36.53,55.84,30.53,63.12,55.95
305,2.1546,3.0678,37.6,1.6537,1292.4,1373.02,443.03,451.59,18.79,3.0678,1373.02,443.03,152,108,1.6396,1.7315,1.8761,1.5789,2.5932,441.91,0.9702,18.73,2.5079,1.2924,1.8761,1373.02,443.03,451.59,1.8587,20.23,3.0678,37.6,37.6,1.6537,1.6537,73.34,78.3,58.78,30.25,67.64,31.16,79.69,32.6,52.39
306,1.8723,3.4974,35.2,1.5891,1325.6,820.98,451.7,451.23,20.59,3.4974,820.98,451.7,153,108,1.6314,1.6913,1.6857,2.4014,2.7749,443.61,0.2802,20.3,2.4143,0.7436,1.6857,820.98,451.7,451.23,0.0176,18.82,3.4974,35.2,35.2,1.5891,1.5891,39.1,47.54,38.94,43,64.18,46.42,42.89,47.03,47.41
307,2.1043,3.4865,23.5,2.5318,970.71,1147.92,449.5,454.12,18.08,3.4865,1147.92,449.5,103,109,2.3808,1.8662,2.4501,2.0172,1.51,457.24,2.1574,21.16,0.8405,1.694,2.4501,1147.92,449.5,454.12,0.0145,21.73,3.4865,23.5,23.5,2.5318,2.5318,45.16,72.48,77.37,31.94,76.76,72.84,37.72,74.16,53.56
308,1.9766,3.0948,18.7,2.7501,867.04,825.42,445.64,445.38,18.53,3.0948,825.42,445.64,104,109,1.5002,2.3934,1.8166,2.3267,0.2266,457.23,2.9787,19.83,2.3224,0.8559,1.8166,825.42,445.64,445.38,1.9793,20.75,3.0948,18.7,18.7,2.7501,2.7501,67.21,50.22,71.48,34.26,34.46,45.67,66.96,59.46,70.34
309,2.3861,2.8503,18.8,1.9658,874.59,1085.85,449.56,453.28,21.17,2.8503,1085.85,449.56,105,109,1.5696,1.6323,1.6519,2.397,0.7154,455.05,2.5447,20.38,2.0791,2.2875,1.6519,1085.85,449.56,453.28,2.0543,19.45,2.8503,18.8,18.8,1.9658,1.9658,42.66,75.69,38.16,63.12,71.11,37.49,78.52,76.57,46.28
310,1.7898,3.3903,16.1,0.3056,906.5,992.94,445.97,446.02,20.43,3.3903,992.94,445.97,106,109,1.5849,2.0905,2.1303,1.7935,1.6719,443.74,0.7374,20.98,2.5004,0.2078,2.1303,992.94,445.97,446.02,0.3549,19.37,3.3903,16.1,16.1,0.3056,0.3056,32.78,55.31,47.23,57.85,73.28,63.6,51.13,53.6,33.91
311,1.5467,2.8454,31.7,1.6549,1114.58,1350.56,447.42,456.09,21.9,2.8454,1350.56,447.42,107,109,1.821,2.4091,2.1902,2.4234,2.6673,453.45,0.947,19.84,2.306,1.6745,2.1902,1350.56,447.42,456.09,2.2622,21.85,2.8454,31.7,31.7,1.6549,1.6549,33.64,76.7,73.03,44.15,67.45,42.16,39.96,37.97,42.54
312,1.8291,3.4362,10.7,0.1295,1122.76,904.81,440.25,450.15,18.63,3.4362,904.81,440.25,108,109,2.3954,2.1589,2.2932,1.8268,1.3781,451.9,2.1277,19.6,0.4016,0.8596,2.2932,904.81,440.25,450.15,0.5519,20.27,3.4362,10.7,10.7,0.1295,0.1295,77.77,59.99,74.75,67.06,43.75,78,30.72,32.67,75.85
313,2.2512,3.4667,21.4,0.4175,1411.73,1339.77,454.86,443.14,18.15,3.4667,1339.77,454.86,109,109,1.8666,1.6071,1.5887,1.9365,2,449.25,2.6155,18.26,2.3955,0.036,1.5887,1339.77,454.86,443.14,0.3971,18.58,3.4667,21.4,21.4,0.4175,0.4175,49.17,68.76,74.22,77.08,75.23,66.18,55.3,36.96,74.6
314,2.4448,2.9715,39.5,0.0333,1276.12,1092,453.56,452.16,19.4,2.9715,1092,453.56,110,109,1.6996,1.7034,1.8845,1.8637,0.1016,441.06,2.0425,19.42,2.9743,2.529,1.8845,1092,453.56,452.16,2.7761,18.24,2.9715,39.5,39.5,0.0333,0.0333,74.3,61.83,72.59,37.1,54.16,33.95,37.18,69.26,38.1
315,1.934,3.3354,10.6,1.1372,1240.16,1295.99,446.68,442.4,19.36,3.3354,1295.99,446.68,111,109,2.2184,1.9282,1.7188,2.3515,1.3012,451.31,2.534,19.32,2.1958,1.7501,1.7188,1295.99,446.68,442.4,2.2372,21.48,3.3354,10.6,10.6,1.1372,1.1372,64.51,30.26,34.87,54.38,40.42,52.87,30.09,48.46,57.61
316,2.3529,3.2224,13.4,2.8127,1261.24,884.94,447.99,441.47,18.83,3.2224,884.94,447.99,112,109,2.4483,2.1546,2.352,1.7802,2.1573,440.82,1.6619,21.32,1.8136,2.9109,2.352,884.94,447.99,441.47,2.0686,18.35,3.2224,13.4,13.4,2.8127,2.8127,73.44,70.57,44.01,63.35,65.6,67.79,42.33,38.99,70.39
317,2.2818,2.9413,15.3,1.3084,954.4,1038.59,449.83,446.54,20.23,2.9413,1038.59,449.83,113,109,1.7342,1.5177,1.6784,1.8152,2.0724,445.08,2.9835,21.03,0.9984,1.6054,1.6784,1038.59,449.83,446.54,1.7429,21.34,2.9413,15.3,15.3,1.3084,1.3084,52.74,73.67,56.65,58.33,65.14,77.32,39.22,47.92,39.61
318,1.8147,3.4444,47.5,2.218,1240.46,1362.23,459.11,458.73,21.41,3.4444,1362.23,459.11,114,109,1.638,1.651,2.2269,1.6905,1.3101,447.89,1.6017,20.87,0.7928,1.3095,2.2269,1362.23,459.11,458.73,0.7224,18.19,3.4444,47.5,47.5,2.218,2.218,58.86,30.15,62.84,55.49,65.91,40.79,69.52,53.63,52.19
319,2.4233,2.9122,20,2.9453,984.14,1122.11,442.51,455.99,18.39,2.9122,1122.11,442.51,115,109,1.7648,1.7841,2.3904,2.3699,1.3352,448.36,2.0458,18.2,0.0756,0.9425,2.3904,1122.11,442.51,455.99,2.7109,20.77,2.9122,20,20,2.9453,2.9453,74.98,62.96,39.3,34.23,71.15,31.95,72.25,62.58,39.54
320,1.7807,3.4695,33,1.3909,949.57,1384.35,447.83,447.55,21.42,3.4695,1384.35,447.83,116,109,2.0663,1.6122,1.727,2.3005,0.5865,443.8,2.1431,20.84,0.6711,0.0877,1.727,1384.35,447.83,447.55,0.4152,20.74,3.4695,33,33,1.3909,1.3909,44.01,62.78,41.23,50.41,62.53,38.29,46.1,37.88,46.43
321,2.2342,3.3818,16.5,1.3991,1027.65,801.51,459.03,459.28,18.89,3.3818,801.51,459.03,117,109,2.4097,1.7941,1.5806,1.8554,2.1449,456.18,0.2942,20.87,0.6212,0.2035,1.5806,801.51,459.03,459.28,2.9758,21.07,3.3818,16.5,16.5,1.3991,1.3991,54.42,79.37,37.78,51.7,69.22,61.87,58.88,70.43,33.33
322,2.276,3.4175,27,0.308,1338.94,941.24,450.13,441.75,21.87,3.4175,941.24,450.13,118,109,2.1559,1.7921,2.1786,1.5555,2.5874,451.36,1.8558,18.17,2.0866,0.5797,2.1786,941.24,450.13,441.75,1.2642,18.83,3.4175,27,27,0.308,0.308,64.76,49.17,74.29,72.8,39.55,34.53,70.77,70.28,54.26
323,2.1559,2.9717,20.1,1.4813,1416.44,1343.58,454.41,449.71,18.45,2.9717,1343.58,454.41,119,109,1.8256,2.2293,1.5786,2.2209,2.1603,453.76,0.1778,18.93,0.3211,2.7631,1.5786,1343.58,454.41,449.71,2.3762,21.19,2.9717,20.1,20.1,1.4813,1.4813,62.43,46.12,75.69,70.36,66.53,68.01,71.42,30.32,43.21
324,2.3869,3.2481,21.2,2.1218,1360.82,864.04,443.39,440.53,20.39,3.2481,864.04,443.39,120,109,2.2133,1.95,2.0437,2.2724,1.5963,450.48,2.0176,21.32,1.6248,1.6001,2.0437,864.04,443.39,440.53,0.0458,18.54,3.2481,21.2,21.2,2.1218,2.1218,30.4,67.47,79.81,32.85,74.28,79.34,76.95,60.66,57.39
325,2.0755,2.8819,43.5,2.916,1155.96,944.61,454.84,443.86,18.04,2.8819,944.61,454.84,121,109,2.2981,1.9668,2.3315,1.8715,1.1779,458.15,0.8891,20.54,2.7019,1.9329,2.3315,944.61,454.84,443.86,2.5953,21.4,2.8819,43.5,43.5,2.916,2.916,66.17,47.84,76.22,71.75,39.71,53.29,48.63,77.82,57.92
326,2.474,3.3745,18.3,2.1484,1313.24,1122.39,453,453.13,19.98,3.3745,1122.39,453,122,109,1.6447,1.9727,2.0431,1.6136,0.2105,447.97,0.5034,21.68,2.79,1.914,2.0431,1122.39,453,453.13,1.3491,21.86,3.3745,18.3,18.3,2.1484,2.1484,73.07,35.29,64.81,77.52,45.59,75.06,45.12,35.13,43.73
327,2.0106,3.4601,21.1,0.165,1088,1285.73,457.71,442.68,19.09,3.4601,1285.73,457.71,123,109,1.8392,2.3512,1.864,2.3356,2.9826,450.79,2.6137,19.78,1.6992,2.8966,1.864,1285.73,457.71,442.68,2.6708,20.4,3.4601,21.1,21.1,0.165,0.165,70.27,72.46,41.92,74.21,55.13,71.22,63.31,51.98,31.39
328,1.9001,2.9739,12.9,1.393,1105.24,924.91,459.06,459.25,20.61,2.9739,924.91,459.06,124,109,1.8933,2.3491,2.3766,2.3362,2.3733,449.67,0.0236,21.82,2.6395,1.0395,2.3766,924.91,459.06,459.25,0.8428,20.08,2.9739,12.9,12.9,1.393,1.393,65.12,57.55,45.86,68.12,32.9,54.21,50.47,79.83,50.49
329,1.5955,3.0231,47.6,0.6308,1429.77,913.44,455.92,440.12,18.89,3.0231,913.44,455.92,125,109,2.1574,2.263,2.282,1.756,0.9935,450.21,1.5776,18.91,2.9305,2.9984,2.282,913.44,455.92,440.12,0.4204,18.24,3.0231,47.6,47.6,0.6308,0.6308,31.39,56.15,30.78,36.79,67.72,31.49,58.23,59.73,59.23
330,1.6912,3.3202,21.6,0.8925,1172.24,1057.35,450.44,450.29,20.4,3.3202,1057.35,450.44,126,109,1.6353,2.4647,1.7792,2.1986,0.6713,457.11,0.1711,21.07,2.9479,1.4358,1.7792,1057.35,450.44,450.29,2.2543,21.84,3.3202,21.6,21.6,0.8925,0.8925,35.7,37.05,35.01,36.33,36.99,63.88,60.49,71.85,53.32
331,1.8942,3.2987,48.1,0.2291,1482.81,804.22,453.4,442.49,18.22,3.2987,804.22,453.4,127,109,1.7503,1.8659,1.869,1.624,0.6906,445.97,2.9202,20.15,1.3222,0.9843,1.869,804.22,453.4,442.49,1.6536,21.12,3.2987,48.1,48.1,0.2291,0.2291,38.91,47.24,67.39,49.62,38.55,67.21,40.6,36.51,53.57
332,1.8294,2.8795,44.9,1.6178,896,1464.87,448.43,451.09,21.53,2.8795,1464.87,448.43,128,109,1.5417,1.8227,2.2151,2.1384,1.0549,444.06,2.6386,21.79,2.945,2.1517,2.2151,1464.87,448.43,451.09,0.682,18.84,2.8795,44.9,44.9,1.6178,1.6178,46.91,75.64,66.92,44.91,60.49,50.57,47.32,65.18,68.16
