LotNo=8J208472300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StartTestDate=2023/06/06 AM 09:09:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TestTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal,Spec,Fmodel,Rmodel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EquipmentID=AWPRF22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatorID=25370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN,Vf1,Vf2,Vr1,Ir1,Rs,Iv2,Wd2,Wp2,Hw2,Vf3,Iv3,Wd3,X,Y,Vf0,Thy1,Thy2,PEAK1,Ir2,Wp3,Purity2,Hw3,Purity3,Ir3,Vf4,Iv4,Wd4,Wp4,Purity4,HW4,Vf5,Vr2,Vr3,Ir4,Ir5,WdWp2,WdWp3,WdWp4,WPE2,WPE3,DWPE,POI2,POI3,DPOI
286,2.224,3.4027,44.7,1.108,1335.84,1096.8,440.64,451.69,20.56,3.4027,1096.8,440.64,133,108,2.1656,2.198,1.6471,1.8643,2.5277,459.01,0.4251,21.39,2.7188,2.5621,1.6471,1096.8,440.64,451.69,1.4854,18.3,3.4027,44.7,44.7,1.108,1.108,38.84,45.03,36.41,63.63,43.62,47.72,36.83,59.34,74
287,1.6877,2.9452,17.5,2.1301,1208.23,966.61,441.58,449.82,20.93,2.9452,966.61,441.58,134,108,2.4184,2.4822,1.7809,1.8043,1.9086,457.95,0.6086,21.21,2.5331,0.4508,1.7809,966.61,441.58,449.82,2.4684,19.38,2.9452,17.5,17.5,2.1301,2.1301,69.9,56.41,57.51,70.4,36.01,35.87,50.78,31.61,39.06
288,2.0093,3.1564,35.8,1.7494,1367.02,1022.67,442.83,450.99,18.47,3.1564,1022.67,442.83,135,108,2.4326,2.362,2.0352,2.1915,0.1666,444.29,1.3388,20.05,0.4262,0.6009,2.0352,1022.67,442.83,450.99,1.7269,21.1,3.1564,35.8,35.8,1.7494,1.7494,50.9,45.03,54.08,69.08,44.2,59.17,77.41,32.36,58.64
289,2.0454,3.2754,48.5,1.2482,1075.17,1040.34,456.58,454.46,20.55,3.2754,1040.34,456.58,136,108,2.4774,2.2309,1.862,1.6742,0.5118,457.73,0.9094,18.58,2.0309,1.6338,1.862,1040.34,456.58,454.46,0.1228,19.4,3.2754,48.5,48.5,1.2482,1.2482,78.93,60.69,43.42,43.33,69.91,35.98,42.81,41.36,77.11
290,1.5103,3.3179,10.7,0.991,920.18,963.82,458.51,458.34,21.95,3.3179,963.82,458.51,137,108,2.1517,1.9995,2.381,1.6479,0.8296,452.79,0.2047,20.91,2.1417,1.4878,2.381,963.82,458.51,458.34,1.196,20.93,3.3179,10.7,10.7,0.991,0.991,60.97,60.69,66.8,34.24,62.32,66.96,32.75,73.53,56.24
291,2.4906,3.3362,17,0.8553,924.77,801.2,454.35,440.33,18.01,3.3362,801.2,454.35,138,108,2.2474,2.3361,2.3556,1.8548,0.6057,458.21,0.0931,20.14,0.9446,0.1993,2.3556,801.2,454.35,440.33,1.717,21.4,3.3362,17,17,0.8553,0.8553,50.92,43.31,57.48,74.82,72.23,41.3,46.93,69.61,61.63
292,1.6204,2.844,14.4,1.3353,906.1,1153.05,446.27,440.69,19.42,2.844,1153.05,446.27,139,108,1.7331,1.9264,1.6955,2.3162,0.809,444.38,1.4481,18.35,2.1927,1.216,1.6955,1153.05,446.27,440.69,0.1701,19.31,2.844,14.4,14.4,1.3353,1.3353,41.07,47.39,35.81,77.77,50.39,49.01,35.99,59.87,55.95
293,1.7332,2.9423,37.8,1.7582,1179.52,1064.38,440.89,459.61,20.48,2.9423,1064.38,440.89,140,108,1.8847,2.3455,2.2413,1.8137,2.194,450.25,1.3273,18.79,2.3342,1.2403,2.2413,1064.38,440.89,459.61,2.1797,20.01,2.9423,37.8,37.8,1.7582,1.7582,66.84,42.47,48.07,73.12,77.68,39.74,35.01,38.21,32.69
294,1.5157,3.004,34.5,2.9071,1337.29,1486.78,456.46,443.97,19.98,3.004,1486.78,456.46,141,108,1.7851,1.5736,1.9149,2.0549,0.5829,459.18,0.3604,18.08,2.2836,0.5229,1.9149,1486.78,456.46,443.97,2.6716,19.66,3.004,34.5,34.5,2.9071,2.9071,48.34,54.28,48.02,36.81,30.52,63.25,74.73,53.07,31.02
295,1.695,2.8377,44.8,1.401,1232.48,1430.27,459.75,456.29,19.15,2.8377,1430.27,459.75,142,108,1.6844,2.2235,2.258,2.3026,2.7505,440.64,2.9212,20.08,1.6552,1.9563,2.258,1430.27,459.75,456.29,2.7953,20.53,2.8377,44.8,44.8,1.401,1.401,68.15,52.6,46.1,41.14,39.93,42.96,71.16,32.61,54.94
296,2.3454,3.1134,44.3,2.6071,1139.91,1379.9,454.42,445.73,20.7,3.1134,1379.9,454.42,143,108,2.3687,2.1226,2.3441,2.4424,1.5858,447.02,2.4613,21.43,0.0774,0.6431,2.3441,1379.9,454.42,445.73,0.968,18.57,3.1134,44.3,44.3,2.6071,2.6071,79.54,70.91,70.02,78.5,73.13,41.33,58.59,33.53,32.79
297,2.4322,3.3343,14.6,1.3547,875.64,1093.89,449.26,443.38,20.78,3.3343,1093.89,449.26,144,108,1.8384,2.3139,1.5606,2.1106,0.9457,456,1.5202,19.25,2.4242,0.7519,1.5606,1093.89,449.26,443.38,1.4634,21.26,3.3343,14.6,14.6,1.3547,1.3547,43.17,69.7,78.05,32.5,64.21,36.8,46.15,40.01,43.87
298,2.2861,3.427,44.7,1.8336,1059.76,1152.05,447.23,442.48,20.5,3.427,1152.05,447.23,145,108,2.1732,1.8578,2.1126,1.8124,0.9678,443.84,2.4575,18.83,2.7948,2.6746,2.1126,1152.05,447.23,442.48,1.0667,18.42,3.427,44.7,44.7,1.8336,1.8336,59.27,79.3,55.72,34.69,59.5,64.92,45.29,36.08,65.62
299,2.359,3.0087,19.6,1.1876,1147.42,1101.02,458.7,453.64,18.18,3.0087,1101.02,458.7,146,108,1.7253,2.4421,2.4253,1.5332,0.6374,446.5,1.8427,18.2,1.463,1.3958,2.4253,1101.02,458.7,453.64,1.9182,20.83,3.0087,19.6,19.6,1.1876,1.1876,32.94,30.47,39.01,30.66,49.39,35.63,59.02,30.77,75.93
300,2.4676,3.2906,19.3,0.4961,1133.86,1187.83,441.8,455.29,21.48,3.2906,1187.83,441.8,147,108,2.1256,1.6437,1.9641,2.1307,1.3168,450.87,0.0441,18.95,0.3414,2.2794,1.9641,1187.83,441.8,455.29,1.3567,21.67,3.2906,19.3,19.3,0.4961,0.4961,40.38,31.04,79.48,68.81,57.27,61.94,39.51,30.65,34.59
301,2.4283,2.885,34.9,0.9479,1382.64,1110.46,453.67,457.42,21.15,2.885,1110.46,453.67,148,108,1.5284,2.2724,2.402,2.4756,2.891,459.33,2.5768,21.38,2.4644,0.61,2.402,1110.46,453.67,457.42,2.4255,21.16,2.885,34.9,34.9,0.9479,0.9479,50.13,67.71,52.58,33.74,67.51,64.11,71.32,44.43,33.66
302,1.523,3.1492,40.5,2.1807,940.18,901.75,453.03,447.07,21.38,3.1492,901.75,453.03,149,108,2.152,2.3772,2.3137,1.9429,2.7062,442.46,0.4401,20.04,1.5861,0.8279,2.3137,901.75,453.03,447.07,1.5924,21.32,3.1492,40.5,40.5,2.1807,2.1807,78.28,67.86,38.61,55.65,79.8,41.87,41.92,62.28,48.95
303,1.9631,3.1243,10.1,1.6882,1091.65,1050.78,448.17,441.66,18.97,3.1243,1050.78,448.17,150,108,2.4217,2.3137,1.6051,1.6287,0.4903,456.9,0.3137,18.34,2.7822,2.4095,1.6051,1050.78,448.17,441.66,1.1162,21.07,3.1243,10.1,10.1,1.6882,1.6882,76.68,30.68,42.47,70.18,64.56,55.64,51.97,35.04,79.64
304,1.6107,3.4942,34.5,2.7947,881.99,1096.18,447.36,446.06,21.33,3.4942,1096.18,447.36,151,108,1.6992,2.1837,2.3442,1.8137,0.1637,457.69,1.9035,20.16,2.6726,1.403,2.3442,1096.18,447.36,446.06,1.0149,18.59,3.4942,34.5,34.5,2.7947,2.7947,57.96,31.92,74.63,60.54,72.3,74.06,50.51,46.83,68.53
305,1.7996,3.0126,38.3,0.839,968.12,1361.81,457.54,444.63,21.25,3.0126,1361.81,457.54,152,108,2.4465,2.219,1.7635,1.9958,1.2391,451.63,1.9961,19.9,2.9808,2.8453,1.7635,1361.81,457.54,444.63,1.3377,20.14,3.0126,38.3,38.3,0.839,0.839,76.39,50.21,45.01,76.9,33.48,40.21,42.11,52.36,45.09
306,2.263,3.4654,28.5,2.2528,1434.16,1448.3,451.37,444.5,20.9,3.4654,1448.3,451.37,153,108,2.2202,2.0515,2.0427,2.4311,2.5244,448.28,1.7654,21.29,2.6813,1.0581,2.0427,1448.3,451.37,444.5,2.7656,21.77,3.4654,28.5,28.5,2.2528,2.2528,73.51,49.8,73.57,48.32,65.78,67.06,37.45,46.73,69.35
307,1.753,3.0733,26.3,2.7408,1342.39,1232.75,444.97,447.85,20.14,3.0733,1232.75,444.97,103,109,1.5797,2.0403,1.8805,2.34,0.7005,442.12,1.3125,19.59,2.8485,2.0677,1.8805,1232.75,444.97,447.85,2.6865,21,3.0733,26.3,26.3,2.7408,2.7408,77.03,37,55.97,50.7,77.42,43.91,75.68,52.75,31.42
308,2.4589,3.0053,11.8,1.878,1360.31,939.42,455.71,449.91,21.45,3.0053,939.42,455.71,104,109,2.0196,2.4545,1.5242,1.6455,1.7695,444.25,2.4837,21.1,0.9612,1.1762,1.5242,939.42,455.71,449.91,0.257,20.65,3.0053,11.8,11.8,1.878,1.878,53.29,69.71,52.41,40.76,71.91,68.5,45.57,67.15,71.73
309,1.7736,3.3038,49.3,2.8736,885.97,846.06,444.15,448.95,21.41,3.3038,846.06,444.15,105,109,1.5605,2.2227,1.6179,2.0126,0.1735,458.16,1.3469,19.74,0.4596,0.6832,1.6179,846.06,444.15,448.95,2.8677,20.65,3.3038,49.3,49.3,2.8736,2.8736,31.89,36.11,37.79,54.26,59.38,31.61,67.1,65.43,50.21
310,2.3706,3.2573,29.2,0.9051,1445.77,1081.6,440.76,448.6,19.52,3.2573,1081.6,440.76,106,109,2.3235,2.0104,2.1897,2.0385,2.9932,453.04,1.5843,21.31,2.3946,2.1449,2.1897,1081.6,440.76,448.6,1.687,18.39,3.2573,29.2,29.2,0.9051,0.9051,37.72,51.89,42.02,75.91,62.55,52.88,47.32,65.13,76.92
311,1.8401,3.1529,43.5,0.1495,999.85,1214.48,448.67,454.65,20.01,3.1529,1214.48,448.67,107,109,1.5025,2.142,2.0252,1.9152,2.7654,457.21,2.6883,20.77,0.4606,0.7693,2.0252,1214.48,448.67,454.65,2.2176,20.83,3.1529,43.5,43.5,0.1495,0.1495,40.8,55.44,35.47,32.24,40.09,71.84,44.33,35.24,35.87
312,1.6213,3.1921,43.1,0.1785,992.19,1337.31,457.91,447.59,20.37,3.1921,1337.31,457.91,108,109,1.5825,1.8222,1.7436,1.6488,1.2234,440.73,1.7522,19.1,0.7559,1.9698,1.7436,1337.31,457.91,447.59,0.421,19.08,3.1921,43.1,43.1,0.1785,0.1785,79,38.48,77.2,67.03,65.78,75.22,51.51,56.04,47.73
313,2.1502,3.2163,11.7,0.8738,1153.19,1250.19,447.27,453.5,21.27,3.2163,1250.19,447.27,109,109,1.8524,1.5549,1.9113,2.1446,1.1289,446.79,1.1637,18.63,0.2245,0.5585,1.9113,1250.19,447.27,453.5,2.5922,20.51,3.2163,11.7,11.7,0.8738,0.8738,60.95,57.32,42.19,39.33,60.24,65.43,75.51,69.19,39.04
314,1.5186,2.8599,34.8,2.177,898.49,1471.74,452.96,458,18.29,2.8599,1471.74,452.96,110,109,2.0854,2.0068,2.4397,2.2204,0.2128,442.45,2.9904,18.01,2.0072,0.6925,2.4397,1471.74,452.96,458,0.0345,19.35,2.8599,34.8,34.8,2.177,2.177,50.62,79.38,65.86,48.33,57.63,79.7,39.21,35.52,34.68
315,2.2776,3.1747,10.8,2.2323,994.88,1045.02,449.97,457.39,19.07,3.1747,1045.02,449.97,111,109,1.8235,1.7713,1.8419,1.6246,0.0734,445.24,1.9557,20.86,2.8327,0.976,1.8419,1045.02,449.97,457.39,0.5189,21.08,3.1747,10.8,10.8,2.2323,2.2323,35.34,68.21,48.65,46.08,70.36,69.7,68.5,47.8,54.74
316,2.3721,3.4901,45.3,0.4391,1042.48,1444.95,444.75,446.94,19.4,3.4901,1444.95,444.75,112,109,1.9095,2.151,2.2357,2.039,1.1943,450.48,0.5673,19.85,1.4541,1.9239,2.2357,1444.95,444.75,446.94,0.8736,19.92,3.4901,45.3,45.3,0.4391,0.4391,58.81,58.59,45.06,38.36,63.27,72.01,33.12,33.97,46.67
317,2.2291,3.478,17.5,1.0653,1207.63,819.54,451.79,456.95,20.09,3.478,819.54,451.79,113,109,2.4286,2.0726,2.3602,1.7808,2.1311,452.54,0.1567,18.48,1.9105,2.8551,2.3602,819.54,451.79,456.95,0.8977,19.97,3.478,17.5,17.5,1.0653,1.0653,36.08,57.25,58.01,34.4,64.55,61.94,63.42,65.36,44.09
318,1.6951,3.0159,48.1,0.9674,1031.61,902.36,457.63,454.8,18.16,3.0159,902.36,457.63,114,109,1.6978,2.1076,2.0503,2.2726,2.3603,447.5,2.4055,18.72,0.3974,2.3178,2.0503,902.36,457.63,454.8,1.4807,18.63,3.0159,48.1,48.1,0.9674,0.9674,64.84,38.83,74.96,78.6,47.83,66.74,51.13,47.84,69.31
319,1.9904,2.8626,28.4,1.2405,1302.01,952.01,456.47,441.09,21.35,2.8626,952.01,456.47,115,109,2.0597,1.5582,2.244,2.2932,1.302,447.05,2.8538,19.42,2.445,1.7005,2.244,952.01,456.47,441.09,2.0894,20.47,2.8626,28.4,28.4,1.2405,1.2405,45.55,30.62,77.21,38.56,36.99,53.71,57.39,65.34,64.46
320,1.5998,3.2243,16.6,0.1893,1343.8,917.26,445.43,459.14,19.7,3.2243,917.26,445.43,116,109,1.7823,2.392,2.4691,1.9575,2.9915,446.69,1.9439,18.72,2.3115,0.1958,2.4691,917.26,445.43,459.14,0.7329,20.35,3.2243,16.6,16.6,0.1893,0.1893,73.67,62.16,72.85,39.39,66.21,59.78,79.14,55.85,69.48
321,1.8591,3.3622,49,1.6658,897.18,1285.98,444.05,459.03,20.59,3.3622,1285.98,444.05,117,109,1.8295,2.3455,2.1935,1.888,0.7347,454.31,0.4545,20.89,0.6791,2.9556,2.1935,1285.98,444.05,459.03,0.9256,21.71,3.3622,49,49,1.6658,1.6658,36.86,51.5,39.75,61.6,48.16,54.09,47.87,56.82,54.52
322,1.9391,3.1973,29.3,0.3277,1198.43,1164.52,454.73,449.67,18.08,3.1973,1164.52,454.73,118,109,1.8521,2.0593,1.6836,1.7708,1.4042,449.47,0.6784,20.64,2.0052,0.3235,1.6836,1164.52,454.73,449.67,0.0268,21.56,3.1973,29.3,29.3,0.3277,0.3277,41.45,32.12,48.1,70.99,50.71,56.6,64.4,31.62,73.67
323,1.7669,3.1557,30.9,2.7844,1003.92,1212.06,449.16,455.48,20.92,3.1557,1212.06,449.16,119,109,2.3415,1.8039,2.0849,1.6424,2.1019,446.36,1.0132,21.06,1.762,2.1407,2.0849,1212.06,449.16,455.48,1.2871,19.66,3.1557,30.9,30.9,2.7844,2.7844,75.62,42.78,32.98,60.81,34.92,67.43,60.75,59.34,55.19
324,1.7789,3.4752,20.4,0.2132,864,1062.92,446.41,443.48,20.84,3.4752,1062.92,446.41,120,109,2.0647,2.111,2.47,2.3344,0.9607,450.53,0.7954,19.51,2.7928,1.0828,2.47,1062.92,446.41,443.48,2.5641,19.91,3.4752,20.4,20.4,0.2132,0.2132,77.09,69.23,38.24,64.35,49.02,74.04,69.4,40.67,44.54
325,2.018,2.8912,27.3,1.7967,1178.34,1429.6,459.97,444.68,19.17,2.8912,1429.6,459.97,121,109,1.7687,2.3547,1.9361,2.1133,2.0913,442.28,2.52,18.1,2.8398,0.5712,1.9361,1429.6,459.97,444.68,0.6515,18.48,2.8912,27.3,27.3,1.7967,1.7967,55.43,35.26,42.61,66.06,46.35,31.41,47.5,73.7,32.89
326,1.9438,3.1208,39.2,1.8522,867.12,1173.37,447.8,443.12,20.35,3.1208,1173.37,447.8,122,109,2.0223,1.8403,1.9855,1.5073,0.0398,449.54,2.8339,20.48,1.1771,0.9618,1.9855,1173.37,447.8,443.12,1.7699,18.27,3.1208,39.2,39.2,1.8522,1.8522,63.72,64.22,78.41,39.69,45.27,53.99,63.03,57.86,60
327,1.811,3.4563,29.1,1.492,1097.34,998.93,443.95,443.85,18.72,3.4563,998.93,443.95,123,109,1.5892,1.8792,2.3792,1.852,2.4795,450.22,1.7746,18.82,2.5643,2.7745,2.3792,998.93,443.95,443.85,2.5293,21.12,3.4563,29.1,29.1,1.492,1.492,46.24,42.53,72.13,41.86,74.14,75.7,53.71,42.2,50.52
328,2.4392,3.3028,42.3,0.1969,1227.1,1304.97,459.5,450.94,21.86,3.3028,1304.97,459.5,124,109,2.4758,1.8174,1.7377,2.2553,2.0228,451.75,2.7016,18,2.6924,2.1127,1.7377,1304.97,459.5,450.94,1.7726,19.13,3.3028,42.3,42.3,0.1969,0.1969,61.6,33.67,64.85,68.24,69.62,54.16,39.38,52.14,43.09
329,2.3801,3.3273,23.1,2.2894,808.58,851.71,446.25,444.83,20.24,3.3273,851.71,446.25,125,109,1.6496,2.138,1.9642,1.6892,2.7364,445.76,1.7225,18.14,2.434,2.9872,1.9642,851.71,446.25,444.83,0.0346,20.38,3.3273,23.1,23.1,2.2894,2.2894,38.45,39.35,39.49,46.24,54.56,57.97,64.54,61.43,49.01
330,2.2888,2.9058,47,0.6674,1076.54,958.93,447.42,441.45,19.47,2.9058,958.93,447.42,126,109,2.1606,1.5603,1.5211,2.4708,0.9601,453.14,0.3262,19.84,1.1873,2.1618,1.5211,958.93,447.42,441.45,0.0277,21.17,2.9058,47,47,0.6674,0.6674,62.02,58.06,63.82,33.55,62.74,49.72,59.34,75.08,38.94
331,1.5186,3.3167,25.4,0.6601,823.8,1246.72,447.58,446.88,19.62,3.3167,1246.72,447.58,127,109,1.8195,1.588,1.6069,2.2576,2.5602,455.74,0.9927,18.98,0.626,2.2543,1.6069,1246.72,447.58,446.88,1.3932,18.21,3.3167,25.4,25.4,0.6601,0.6601,41.38,51.71,53.49,39.95,46.59,62.05,58.93,39.35,67.91
332,2.4813,3.2214,32.9,0.2525,988.02,1332.41,457.02,459.87,18.66,3.2214,1332.41,457.02,128,109,2.3078,1.6507,2.4625,1.9779,2.7157,448.54,2.3404,18.63,1.9924,2.0012,2.4625,1332.41,457.02,459.87,0.9767,19.32,3.2214,32.9,32.9,0.2525,0.2525,35.98,42.85,63.81,67.33,58.55,70.46,64.57,45.14,79.29
333,1.8255,3.0342,28.8,2.1891,1168.8,1223.97,457.38,457.78,21.11,3.0342,1223.97,457.38,129,109,1.7539,1.9905,2.1901,1.5515,2.0877,453.27,1.646,19.16,2.3764,1.8298,2.1901,1223.97,457.38,457.78,0.9509,21.57,3.0342,28.8,28.8,2.1891,2.1891,44.91,60.47,60.3,39.25,68.94,68.15,73.85,63.7,73.55
334,2.0248,3.1378,11.3,2.2952,1252.21,1240.84,453.39,453.47,21.69,3.1378,1240.84,453.39,130,109,2.4694,2.4365,2.2936,1.6979,1.7366,446.09,0.6037,21.04,0.4891,1.3357,2.2936,1240.84,453.39,453.47,1.387,18.19,3.1378,11.3,11.3,2.2952,2.2952,50.97,56.97,71.29,44.21,41.52,74.86,40.1,41.59,36.94
335,1.8838,3.1325,42.4,1.427,878,833.66,444.91,449.97,18.93,3.1325,833.66,444.91,131,109,2.354,1.9801,2.3833,1.9306,0.0727,459.53,2.4391,18.51,1.998,2.2254,2.3833,833.66,444.91,449.97,1.1084,21.74,3.1325,42.4,42.4,1.427,1.427,51.76,37.04,75.45,41.72,67.62,68.07,58.36,73.94,55.41
336,2.2328,3.3047,28.2,0.194,990.84,924.36,441.63,440.04,18.21,3.3047,924.36,441.63,132,109,2.2595,2.2667,2.4321,2.4226,0.6303,453.39,0.3669,19.69,1.7371,2.3742,2.4321,924.36,441.63,440.04,2.0579,20.13,3.3047,28.2,28.2,0.194,0.194,64.28,34.89,64.23,38.78,31.41,55.48,31.11,52.43,57.13
337,2.1884,3.2152,21.6,0.3058,969.39,911.19,448.55,441.17,20.71,3.2152,911.19,448.55,133,109,2.188,1.7763,1.532,2.3485,2.5611,459.66,2.2966,21.14,0.3085,0.7781,1.532,911.19,448.55,441.17,1.0456,21.17,3.2152,21.6,21.6,0.3058,0.3058,77.54,57.22,79.03,67.97,77.39,51.41,56.11,57.74,42.93
338,2.0752,2.9124,46,1.5494,1233.74,1362.18,448.48,443.14,20.87,2.9124,1362.18,448.48,134,109,2.2721,1.7483,2.1399,1.6345,1.6905,441.38,1.4151,21.26,1.065,1.8811,2.1399,1362.18,448.48,443.14,2.3221,21.4,2.9124,46,46,1.5494,1.5494,33.16,40.84,45.25,37.19,58.26,59.73,73.43,64.01,57.57
339,1.6592,2.932,24.7,1.4118,1228.43,1157.39,455.28,443.16,21.46,2.932,1157.39,455.28,135,109,1.5923,1.8434,2.2174,1.9941,1.7152,447.68,2.1402,21.65,2.7229,2.4896,2.2174,1157.39,455.28,443.16,2.6897,18.63,2.932,24.7,24.7,1.4118,1.4118,67.3,69.36,45.62,55.82,32.53,66.98,33.86,40.69,42.64
340,2.3204,3.3294,45.1,0.8222,990.46,1341.86,440.72,450.73,18.84,3.3294,1341.86,440.72,136,109,1.5896,1.5183,1.8595,2.2777,0.9014,449.66,2.9438,18.5,2.5314,2.084,1.8595,1341.86,440.72,450.73,1.7702,18.68,3.3294,45.1,45.1,0.8222,0.8222,64.26,51.86,63.48,66.05,77.81,39.63,54.21,59.29,48.03
341,1.632,3.4857,33,2.5652,955.06,1064.5,448.03,448.64,20.48,3.4857,1064.5,448.03,137,109,1.944,1.5593,1.521,2.3343,2.6169,440.53,0.2039,18.08,1.8105,2.6449,1.521,1064.5,448.03,448.64,1.1459,19.35,3.4857,33,33,2.5652,2.5652,50.97,54.52,66.79,46.22,30.31,64.78,63.53,62.65,76.16
342,2.3168,3.0239,48.7,0.2654,1028.6,859.59,440.31,441.35,20.6,3.0239,859.59,440.31,138,109,1.5899,2.1343,1.9522,1.7276,2.7607,449.55,1.9211,19.22,1.4279,0.3958,1.9522,859.59,440.31,441.35,0.6582,18.49,3.0239,48.7,48.7,0.2654,0.2654,63.93,77.07,62.7,57.64,66.42,53.4,79.9,44.43,61.37
343,2.2064,3.3361,31,1.4562,1412.58,1207,453.05,448.36,18.02,3.3361,1207,453.05,139,109,1.5423,2.0766,1.9777,1.7538,1.5522,446.42,1.5419,20.59,0.2761,0.2304,1.9777,1207,453.05,448.36,1.1053,21.51,3.3361,31,31,1.4562,1.4562,75.5,53.27,72.44,36.88,35.55,50.8,78.54,53.17,41.9
344,1.6077,3.3756,14.3,2.5374,1203.6,1497.89,447.04,443.22,20.35,3.3756,1497.89,447.04,140,109,2.0373,1.7359,2.0527,1.6129,2.093,440.92,0.4416,20.01,2.5915,1.758,2.0527,1497.89,447.04,443.22,1.2867,18.27,3.3756,14.3,14.3,2.5374,2.5374,42.73,47.58,32.41,44.42,59.78,47.58,39.64,43.34,50.07
345,2.3421,3.1819,22.4,1.9695,907.92,1332.49,452.98,448.65,21.1,3.1819,1332.49,452.98,141,109,2.4328,2.4564,1.8939,2.0434,2.0366,441.82,2.8481,20.36,1.2132,0.5522,1.8939,1332.49,452.98,448.65,1.8595,18.56,3.1819,22.4,22.4,1.9695,1.9695,50.28,73.95,51.49,37.61,47.86,34.36,35.04,45.4,52.27
346,2.4413,3.2985,11.6,1.3485,1303.23,1138.96,445.35,445.08,20.26,3.2985,1138.96,445.35,142,109,2.3957,1.7094,1.8841,1.6659,1.9459,443.03,0.5681,21.46,2.2123,1.2396,1.8841,1138.96,445.35,445.08,0.4293,20.61,3.2985,11.6,11.6,1.3485,1.3485,77.26,77.8,44.87,47.29,37.03,59.36,34.8,32.46,30.36
347,1.6737,3.0853,24.7,2.6212,1006,809.82,444.89,455.1,21.71,3.0853,809.82,444.89,143,109,1.7076,1.9291,1.952,2.0486,0.4659,446.41,2.4245,18.92,2.8151,0.129,1.952,809.82,444.89,455.1,2.7325,18.5,3.0853,24.7,24.7,2.6212,2.6212,32.43,51.42,57.95,44.32,39.54,38.57,38.2,76.68,75.18
348,1.6154,3.1876,32.3,2.492,836.41,1476.94,447.06,457.27,21.56,3.1876,1476.94,447.06,144,109,2.2085,1.6122,1.6541,2.4731,2.8006,445.9,0.2594,20.65,1.3139,2.3612,1.6541,1476.94,447.06,457.27,0.05,20.69,3.1876,32.3,32.3,2.492,2.492,45.58,64.71,73.54,67.5,51.78,53.46,46.69,78.15,74.22
349,1.7014,3.4194,14.8,0.2273,1006.25,1499.22,451.14,441.94,21.11,3.4194,1499.22,451.14,145,109,2.3186,2.2222,1.7,1.6193,0.0146,454.09,1.0762,19.35,0.0753,0.7059,1.7,1499.22,451.14,441.94,1.5591,18.23,3.4194,14.8,14.8,0.2273,0.2273,44.07,69.51,34.27,31.29,45.5,35.22,36.52,46.92,37.05
350,2.1183,2.8201,41.2,2.2436,1361.28,1101.67,446.88,453.39,21.62,2.8201,1101.67,446.88,146,109,2.3713,2.1703,2.165,1.5739,2.486,448.92,0.372,21.52,2.5282,2.4824,2.165,1101.67,446.88,453.39,2.4549,20.66,2.8201,41.2,41.2,2.2436,2.2436,40.36,55.17,47.04,46.53,70.54,49.69,62.43,74.02,42.85
351,1.8732,3.1065,46.4,2.1176,1233.28,1303.64,440.01,451.34,20.55,3.1065,1303.64,440.01,147,109,2.0352,2.3162,2.4785,1.9031,0.9278,459.78,2.1815,18.61,1.9133,2.881,2.4785,1303.64,440.01,451.34,1.419,20.9,3.1065,46.4,46.4,2.1176,2.1176,75.05,56.77,74.03,79.11,77.58,75.74,70.9,46.02,39
352,2.2435,2.8229,39.7,2.7253,840.91,1225.82,452.81,445.13,21.44,2.8229,1225.82,452.81,148,109,1.7961,1.7095,1.5578,1.7644,1.7246,455.29,1.9393,20.25,1.7112,1.2318,1.5578,1225.82,452.81,445.13,1.2742,19.61,2.8229,39.7,39.7,2.7253,2.7253,58.19,39.9,49.76,69.07,73.83,42.74,65.54,36.71,34.19
353,2.0525,3.4714,44.6,2.0953,1254.89,918.13,442.21,443.99,19.11,3.4714,918.13,442.21,149,109,1.6259,2.2119,1.957,2.3285,0.8484,451.16,0.0729,19.72,2.175,2.2847,1.957,918.13,442.21,443.99,0.5746,19.41,3.4714,44.6,44.6,2.0953,2.0953,69.76,50.22,65.86,54.02,52.72,42.31,70.22,30.26,50.44
354,2.1489,2.8924,23.2,2.1602,933.91,1443.81,443.25,440.62,19.86,2.8924,1443.81,443.25,150,109,1.5672,2.4079,2.0697,2.0025,1.0398,445.7,0.0109,20.94,1.8734,0.4748,2.0697,1443.81,443.25,440.62,2.511,21.56,2.8924,23.2,23.2,2.1602,2.1602,63.17,30.23,73.74,40.5,74.19,57.5,68.79,59.83,62.86
355,1.9502,2.8525,43.7,0.4116,1092.29,1357.86,459.25,443.5,19.85,2.8525,1357.86,459.25,151,109,1.5726,1.9936,2.419,1.7948,0.757,450.61,2.349,20.73,2.5522,2.3325,2.419,1357.86,459.25,443.5,2.6542,20.06,2.8525,43.7,43.7,0.4116,0.4116,37.83,30.73,77.99,57.97,66.09,76.12,57.46,31.81,38.5
